trials,participant,valence,S,R,rt,dataset
24,2,4,left,left,2.4356096839999286,weber_holds
25,2,4,left,left,1.5038536880726587,weber_holds
26,2,4,left,left,1.7196404978330961,weber_holds
27,2,4,left,left,2.442683883244412,weber_holds
28,2,4,left,left,1.7343508180960157,weber_holds
29,2,4,left,right,2.0130370833603486,weber_holds
30,2,4,left,right,2.243717034800079,weber_holds
31,2,6,left,left,1.3273689450648045,weber_holds
32,2,6,left,left,1.2897277878249545,weber_holds
33,2,6,left,left,2.487320690238856,weber_holds
34,2,6,left,left,1.2971055165597334,weber_holds
35,2,6,left,right,1.5846852838327135,weber_holds
36,2,6,left,left,1.756149231634025,weber_holds
37,2,6,left,left,1.9627009024458433,weber_holds
38,2,6,left,left,1.8349670307881853,weber_holds
39,2,6,left,left,1.9612575232497793,weber_holds
40,2,6,left,left,1.2187992688764633,weber_holds
41,2,7,left,left,1.2983422469087287,weber_holds
42,2,7,left,left,1.2147139449866204,weber_holds
43,2,7,left,left,0.9166851622500152,weber_holds
44,2,7,left,left,1.0895806275970992,weber_holds
45,2,7,left,left,1.0102487488529854,weber_holds
46,2,7,left,left,1.3185250455357644,weber_holds
47,2,7,left,left,1.828388049579597,weber_holds
48,2,7,left,left,1.1003833788818698,weber_holds
49,2,7,left,left,1.1521315840684732,weber_holds
50,2,7,left,left,1.696477589191252,weber_holds
51,2,8,left,left,0.7644825137199578,weber_holds
52,2,8,left,left,0.7085437383561399,weber_holds
53,2,8,left,left,0.9980326666416715,weber_holds
54,2,8,left,left,1.1279365692466448,weber_holds
55,2,8,left,left,1.0092315091041515,weber_holds
56,2,8,left,right,1.1248878758034238,weber_holds
57,2,8,left,left,0.8591958961749182,weber_holds
58,2,8,left,left,1.714185532488309,weber_holds
59,2,8,left,left,0.9637216118573289,weber_holds
60,2,8,left,left,0.7841082879390961,weber_holds
61,2,2,right,right,0.6838537438194066,weber_holds
62,2,2,right,right,0.6143479113093899,weber_holds
63,2,2,right,right,0.9357454118239668,weber_holds
64,2,2,right,right,0.7779681288301485,weber_holds
65,2,2,right,left,1.0895552019514556,weber_holds
66,2,2,right,right,0.9590663822897565,weber_holds
67,2,2,right,right,0.9295763079537145,weber_holds
68,2,2,right,right,0.9107702497057235,weber_holds
69,2,2,right,right,0.809016139308272,weber_holds
70,2,2,right,right,0.6446477178783457,weber_holds
71,2,3,right,right,1.000751613316095,weber_holds
72,2,3,right,right,1.0203497719837478,weber_holds
73,2,3,right,right,1.8267072442447372,weber_holds
74,2,3,right,right,0.9606963277983374,weber_holds
75,2,3,right,left,1.3123580908408785,weber_holds
76,2,3,right,right,0.8617704313648813,weber_holds
77,2,3,right,right,1.5754858150446345,weber_holds
78,2,3,right,right,1.3289049107247761,weber_holds
79,2,3,right,right,1.1637651450765034,weber_holds
80,2,3,right,right,2.395560475695154,weber_holds
81,2,4,right,right,2.276668918438066,weber_holds
82,2,4,right,right,2.073816483165417,weber_holds
83,2,4,right,right,1.2784963423596007,weber_holds
84,2,4,right,right,1.3681307986848077,weber_holds
85,2,4,right,left,2.677146248864029,weber_holds
86,2,4,right,right,1.3062989778502698,weber_holds
87,2,4,right,right,1.6759286943357423,weber_holds
88,2,4,right,left,2.4602167917825266,weber_holds
89,2,4,right,right,1.4000364095237836,weber_holds
90,2,4,right,left,2.3848468949056896,weber_holds
91,2,6,right,right,1.3354758321337277,weber_holds
92,2,6,right,right,1.3544469755643982,weber_holds
93,2,6,right,right,1.0633805981355668,weber_holds
94,2,6,right,left,1.8641962021795315,weber_holds
95,2,6,right,right,1.5780399535377967,weber_holds
96,2,6,right,right,1.3749801007197902,weber_holds
97,2,6,right,left,1.6997869620643689,weber_holds
98,2,6,right,right,1.9491747393673589,weber_holds
99,2,6,right,right,1.6847716361211396,weber_holds
100,2,6,right,right,1.6753792396052467,weber_holds
101,2,7,right,right,1.2886881580496587,weber_holds
102,2,7,right,right,1.0034717445285821,weber_holds
103,2,7,right,right,1.1246403774495821,weber_holds
104,2,7,right,right,1.7434591555359513,weber_holds
105,2,7,right,right,1.3435696857431427,weber_holds
106,2,7,right,right,1.4791163240547287,weber_holds
107,2,7,right,right,1.2308374661161992,weber_holds
108,2,7,right,right,3.3880097269575145,weber_holds
109,2,7,right,right,1.3468260297500871,weber_holds
110,2,7,right,right,1.1711942872874184,weber_holds
111,2,8,right,right,0.5882711396882068,weber_holds
112,2,8,right,right,1.0555921317361663,weber_holds
113,2,8,right,right,1.2507970381877818,weber_holds
114,2,8,right,right,0.7414326815076078,weber_holds
115,2,8,right,right,0.8083245610396586,weber_holds
116,2,8,right,right,0.8233847735213309,weber_holds
117,2,8,right,right,1.0366376318855555,weber_holds
118,2,8,right,right,0.8972485319515693,weber_holds
119,2,8,right,right,1.0241960595408288,weber_holds
120,2,8,right,right,0.918642896219265,weber_holds
1,3,2,left,left,1.354742546032379,weber_holds
2,3,2,left,left,0.8761277872130353,weber_holds
3,3,2,left,left,1.1186883036106088,weber_holds
4,3,2,left,left,0.676351304266787,weber_holds
5,3,2,left,left,1.5240735160679273,weber_holds
6,3,2,left,left,0.8821127348669784,weber_holds
7,3,2,left,left,0.7845169987456648,weber_holds
8,3,2,left,left,0.7103558512524155,weber_holds
9,3,2,left,left,0.9307056268641323,weber_holds
10,3,2,left,left,1.258324130235561,weber_holds
11,3,3,left,left,0.9432036668592989,weber_holds
12,3,3,left,left,0.8159870158468714,weber_holds
13,3,3,left,right,1.9915372710155372,weber_holds
14,3,3,left,left,1.238969424595783,weber_holds
15,3,3,left,right,1.5661176267956718,weber_holds
16,3,3,left,left,1.280618407023105,weber_holds
17,3,3,left,left,1.0782094389743209,weber_holds
18,3,3,left,left,1.746554200004432,weber_holds
19,3,3,left,left,1.1182192113020233,weber_holds
20,3,3,left,left,0.9699652585089948,weber_holds
21,3,4,left,left,3.1900158260466895,weber_holds
22,3,4,left,left,1.5875331742131242,weber_holds
23,3,4,left,right,2.620615946596665,weber_holds
24,3,4,left,left,1.496300596847147,weber_holds
25,3,4,left,left,1.621739669062319,weber_holds
26,3,4,left,left,1.7697823486631694,weber_holds
27,3,4,left,left,1.7839474993400803,weber_holds
28,3,4,left,left,2.472023666232714,weber_holds
29,3,4,left,left,2.4227719049707868,weber_holds
30,3,4,left,left,1.4321669810483044,weber_holds
31,3,6,left,left,2.2082014239460506,weber_holds
32,3,6,left,right,1.7047055467225858,weber_holds
33,3,6,left,right,1.3134076407543847,weber_holds
34,3,6,left,left,1.5830420520125554,weber_holds
35,3,6,left,right,1.3381543066355241,weber_holds
36,3,6,left,left,1.7036049841921113,weber_holds
37,3,6,left,left,2.2090317723398116,weber_holds
38,3,6,left,right,1.5929820190992516,weber_holds
39,3,6,left,left,3.921734299954564,weber_holds
40,3,6,left,right,2.3208549844578963,weber_holds
41,3,7,left,left,1.2028986715193926,weber_holds
42,3,7,left,left,2.52230770507636,weber_holds
43,3,7,left,left,1.2804328095559967,weber_holds
44,3,7,left,left,1.1622047329132057,weber_holds
45,3,7,left,left,1.8008340682248594,weber_holds
46,3,7,left,left,1.2604235413931042,weber_holds
47,3,7,left,left,1.186027337047943,weber_holds
48,3,7,left,left,1.409351811797163,weber_holds
49,3,7,left,left,0.9618028444868141,weber_holds
50,3,7,left,left,1.1583185149342559,weber_holds
51,3,8,left,left,1.1329552407108394,weber_holds
52,3,8,left,left,0.5906214073543014,weber_holds
53,3,8,left,left,0.7473242550402064,weber_holds
54,3,8,left,left,0.8007424785253652,weber_holds
55,3,8,left,left,1.1301942019525635,weber_holds
56,3,8,left,left,0.8660460603148827,weber_holds
57,3,8,left,left,0.7977102872725235,weber_holds
58,3,8,left,left,0.8595925682527261,weber_holds
59,3,8,left,left,0.5055645564136909,weber_holds
60,3,8,left,left,0.7006188520373859,weber_holds
61,3,2,right,right,0.6173302168818868,weber_holds
62,3,2,right,left,0.9911095918417492,weber_holds
63,3,2,right,right,0.7234051572369968,weber_holds
64,3,2,right,right,1.2657828209972313,weber_holds
65,3,2,right,left,2.560377982470546,weber_holds
66,3,2,right,right,1.398160194368758,weber_holds
67,3,2,right,right,1.1030982000751821,weber_holds
68,3,2,right,right,1.1258758272238196,weber_holds
69,3,2,right,right,0.8389232834326397,weber_holds
70,3,2,right,right,0.9989534854465167,weber_holds
71,3,3,right,right,1.3842671374476263,weber_holds
72,3,3,right,right,0.9120261824129352,weber_holds
73,3,3,right,right,1.1063127418256744,weber_holds
74,3,3,right,right,1.1982669827013779,weber_holds
75,3,3,right,right,0.9061706859159748,weber_holds
76,3,3,right,right,1.4216898032738259,weber_holds
77,3,3,right,left,1.7296378064570597,weber_holds
78,3,3,right,right,1.4024156240263699,weber_holds
79,3,3,right,right,0.9062299961894706,weber_holds
80,3,3,right,right,1.414734099741481,weber_holds
81,3,4,right,right,1.4545749809820196,weber_holds
82,3,4,right,right,2.0734710332720443,weber_holds
83,3,4,right,left,1.502794202350404,weber_holds
84,3,4,right,right,1.5265400467471673,weber_holds
85,3,4,right,left,3.1478631952296707,weber_holds
86,3,4,right,right,1.6092786736628686,weber_holds
87,3,4,right,right,1.7116252032964803,weber_holds
88,3,4,right,right,2.0007564892416885,weber_holds
89,3,4,right,right,1.4876272821224903,weber_holds
90,3,4,right,right,3.0738982335176024,weber_holds
91,3,6,right,right,2.2297953533657577,weber_holds
92,3,6,right,left,1.4146014347634182,weber_holds
93,3,6,right,left,3.2870891768867576,weber_holds
94,3,6,right,right,2.5244167633281758,weber_holds
95,3,6,right,left,4.146037659688126,weber_holds
96,3,6,right,right,2.6066495455977345,weber_holds
97,3,6,right,left,2.148972622325431,weber_holds
98,3,6,right,left,2.4419756429030577,weber_holds
99,3,6,right,right,2.0713326855232608,weber_holds
100,3,6,right,right,1.3938466414698456,weber_holds
101,3,7,right,right,1.1292909384679084,weber_holds
102,3,7,right,right,1.0902705763213518,weber_holds
103,3,7,right,right,0.9243322720623428,weber_holds
104,3,7,right,right,1.2233426293965992,weber_holds
105,3,7,right,right,0.7985201301478924,weber_holds
106,3,7,right,right,1.374563709681349,weber_holds
107,3,7,right,right,1.229487771771371,weber_holds
108,3,7,right,right,0.9461225963210964,weber_holds
109,3,7,right,right,0.7976522060510947,weber_holds
110,3,7,right,right,1.2003258119973583,weber_holds
111,3,8,right,right,0.8108555504203778,weber_holds
112,3,8,right,right,0.7855206874839686,weber_holds
113,3,8,right,right,0.7325334920348965,weber_holds
114,3,8,right,right,1.3349544112499119,weber_holds
115,3,8,right,right,0.8984787274117649,weber_holds
116,3,8,right,right,0.9636352039183183,weber_holds
117,3,8,right,right,1.0716844137460448,weber_holds
118,3,8,right,right,0.7212240614551548,weber_holds
119,3,8,right,right,0.6865357785787514,weber_holds
120,3,8,right,left,0.6923814022281806,weber_holds
1,4,2,left,left,1.5427244687988402,weber_holds
2,4,2,left,left,0.7542936154361095,weber_holds
3,4,2,left,left,0.9893534623199811,weber_holds
4,4,2,left,left,0.7754270673397978,weber_holds
5,4,2,left,left,0.7288512063137385,weber_holds
6,4,2,left,right,1.0066710479805299,weber_holds
7,4,2,left,left,0.5642087919916818,weber_holds
8,4,2,left,left,1.0159603831051904,weber_holds
9,4,2,left,left,0.976676869838093,weber_holds
10,4,2,left,left,0.5839660906923891,weber_holds
11,4,3,left,left,1.0737440080362533,weber_holds
12,4,3,left,left,0.9625782869675827,weber_holds
13,4,3,left,right,1.5369619556925385,weber_holds
14,4,3,left,left,1.6718337731459791,weber_holds
15,4,3,left,left,1.4266899524960526,weber_holds
16,4,3,left,left,3.6060770810676477,weber_holds
17,4,3,left,left,1.0331404667975583,weber_holds
18,4,3,left,left,1.292848053542191,weber_holds
19,4,3,left,left,1.0805229056078887,weber_holds
20,4,3,left,left,1.2541077795999322,weber_holds
21,4,4,left,left,1.668067074341527,weber_holds
22,4,4,left,left,2.325252908129786,weber_holds
23,4,4,left,right,1.7476485250161582,weber_holds
24,4,4,left,left,1.5455502829293313,weber_holds
25,4,4,left,left,1.8192262432801416,weber_holds
26,4,4,left,left,1.9355236775712343,weber_holds
27,4,4,left,left,1.5553418529770695,weber_holds
28,4,4,left,left,2.017185296950554,weber_holds
29,4,4,left,left,2.306483691745395,weber_holds
30,4,4,left,left,2.14407833629639,weber_holds
31,4,6,left,right,2.5179551783611074,weber_holds
32,4,6,left,left,1.6697961468450755,weber_holds
33,4,6,left,left,1.3055475258291276,weber_holds
34,4,6,left,right,1.7139737239191346,weber_holds
35,4,6,left,left,1.778393676649248,weber_holds
36,4,6,left,left,2.1022798859437084,weber_holds
37,4,6,left,right,1.4581231055946924,weber_holds
38,4,6,left,left,1.2448977033277964,weber_holds
39,4,6,left,left,2.393977832769823,weber_holds
40,4,6,left,right,1.926781227703925,weber_holds
41,4,7,left,left,1.1118798418682176,weber_holds
42,4,7,left,left,1.6014553345277058,weber_holds
43,4,7,left,left,1.4987886371199362,weber_holds
44,4,7,left,left,0.688104531426641,weber_holds
45,4,7,left,left,1.1690524006972018,weber_holds
46,4,7,left,right,2.4011175724414304,weber_holds
47,4,7,left,left,1.0655993272944269,weber_holds
48,4,7,left,left,1.010399814981031,weber_holds
49,4,7,left,left,1.7604183417349326,weber_holds
50,4,7,left,left,2.519832719810728,weber_holds
51,4,8,left,right,1.6637790499012282,weber_holds
52,4,8,left,left,0.9504301570496592,weber_holds
53,4,8,left,left,0.7646127231160289,weber_holds
54,4,8,left,left,1.4604717004025047,weber_holds
55,4,8,left,left,0.6453958284803933,weber_holds
56,4,8,left,left,0.7302700944910119,weber_holds
57,4,8,left,right,0.8902301292464849,weber_holds
58,4,8,left,left,0.6738670595731385,weber_holds
59,4,8,left,left,0.8349623351400708,weber_holds
60,4,8,left,left,1.0865378143420361,weber_holds
61,4,2,right,right,0.8515311894852198,weber_holds
62,4,2,right,right,0.8851477544032873,weber_holds
63,4,2,right,right,0.8410046488968161,weber_holds
64,4,2,right,right,0.6449172591442378,weber_holds
65,4,2,right,right,0.9164454057619873,weber_holds
66,4,2,right,right,0.9925855489629365,weber_holds
67,4,2,right,right,0.5863821959142388,weber_holds
68,4,2,right,right,1.0539272945961147,weber_holds
69,4,2,right,right,1.0879518521456608,weber_holds
70,4,2,right,right,0.6635181784691676,weber_holds
71,4,3,right,right,1.53116344337308,weber_holds
72,4,3,right,right,1.4074739961691725,weber_holds
73,4,3,right,right,1.1078743850358885,weber_holds
74,4,3,right,left,2.3277829546946345,weber_holds
75,4,3,right,left,0.9493141625977761,weber_holds
76,4,3,right,right,1.0612257156211136,weber_holds
77,4,3,right,right,0.9535034634690109,weber_holds
78,4,3,right,right,0.9984347831305067,weber_holds
79,4,3,right,right,1.0528072900496386,weber_holds
80,4,3,right,right,1.8143277610797055,weber_holds
81,4,4,right,right,1.5154760788154424,weber_holds
82,4,4,right,right,3.202637504758311,weber_holds
83,4,4,right,right,2.0304161154268887,weber_holds
84,4,4,right,right,1.4469216429687988,weber_holds
85,4,4,right,right,2.749804775404163,weber_holds
86,4,4,right,right,1.3302836019605269,weber_holds
87,4,4,right,left,1.5433196556773132,weber_holds
88,4,4,right,right,1.3877320662892743,weber_holds
89,4,4,right,left,1.771333826713146,weber_holds
90,4,4,right,right,1.9220238246283543,weber_holds
91,4,6,right,right,1.6160145845875564,weber_holds
92,4,6,right,left,1.4033672173293525,weber_holds
93,4,6,right,right,1.3799861408038183,weber_holds
94,4,6,right,right,1.7972599691619076,weber_holds
95,4,6,right,right,2.7337209748060105,weber_holds
96,4,6,right,right,1.9283361014949925,weber_holds
97,4,6,right,left,1.8490976108807944,weber_holds
98,4,6,right,left,2.88155401378668,weber_holds
99,4,6,right,right,2.739394040856305,weber_holds
100,4,6,right,left,2.079226832780049,weber_holds
101,4,7,right,left,0.7948569176597033,weber_holds
102,4,7,right,right,0.795362204109336,weber_holds
103,4,7,right,right,1.2726208698759383,weber_holds
104,4,7,right,right,1.620793466986019,weber_holds
105,4,7,right,right,1.1091880897174295,weber_holds
106,4,7,right,right,1.442864464617042,weber_holds
107,4,7,right,left,1.5851275726961431,weber_holds
108,4,7,right,right,2.211128352314431,weber_holds
109,4,7,right,right,1.2861173473751308,weber_holds
110,4,7,right,right,1.2248033927708775,weber_holds
111,4,8,right,right,0.5881164795089114,weber_holds
112,4,8,right,right,1.1007068225590932,weber_holds
113,4,8,right,right,0.7937831945174081,weber_holds
114,4,8,right,right,0.6521771758634278,weber_holds
115,4,8,right,right,0.798074532515493,weber_holds
116,4,8,right,right,0.6914712630472408,weber_holds
117,4,8,right,right,1.8298916059019021,weber_holds
118,4,8,right,right,0.6601262561546454,weber_holds
119,4,8,right,right,1.0210962341092458,weber_holds
120,4,8,right,right,0.6798564911260158,weber_holds
1,5,2,left,right,0.9242238080550504,weber_holds
2,5,2,left,left,0.8442868044565699,weber_holds
3,5,2,left,left,0.8083714372105213,weber_holds
4,5,2,left,left,1.1978991896758735,weber_holds
5,5,2,left,left,1.6714981031002387,weber_holds
6,5,2,left,left,0.8958308822625682,weber_holds
7,5,2,left,left,0.9555837159725309,weber_holds
8,5,2,left,left,0.5413436025590515,weber_holds
9,5,2,left,left,1.270930206917639,weber_holds
10,5,2,left,left,0.7539593546850061,weber_holds
11,5,3,left,left,1.3116579293972253,weber_holds
12,5,3,left,right,1.4291008175155606,weber_holds
13,5,3,left,left,1.1157598420704808,weber_holds
14,5,3,left,left,1.1832943977718902,weber_holds
15,5,3,left,left,1.379490925988801,weber_holds
16,5,3,left,left,0.8726072054959728,weber_holds
17,5,3,left,left,0.8247731283187503,weber_holds
18,5,3,left,left,1.1324379592090148,weber_holds
19,5,3,left,left,1.4330306609240944,weber_holds
20,5,3,left,left,2.9565481822744015,weber_holds
21,5,4,left,left,2.336540051234458,weber_holds
22,5,4,left,left,1.2220278209530944,weber_holds
23,5,4,left,right,2.0709017971899977,weber_holds
24,5,4,left,left,1.5291451943501624,weber_holds
25,5,4,left,right,1.8687524680128094,weber_holds
26,5,4,left,left,2.3565815985290817,weber_holds
27,5,4,left,left,2.1110040752513752,weber_holds
28,5,4,left,right,1.9912818794403608,weber_holds
29,5,4,left,left,1.9062620791039608,weber_holds
30,5,4,left,left,1.4408558019235969,weber_holds
31,5,6,left,left,1.8754776249667027,weber_holds
32,5,6,left,left,2.0713075637330802,weber_holds
33,5,6,left,left,2.6442469648118085,weber_holds
34,5,6,left,left,2.8157026371680067,weber_holds
35,5,6,left,left,1.3687907766750569,weber_holds
36,5,6,left,right,2.0558104938382646,weber_holds
37,5,6,left,right,1.9279802829820227,weber_holds
38,5,6,left,left,1.1721301936446786,weber_holds
39,5,6,left,left,1.7897942444662451,weber_holds
40,5,6,left,left,2.294986343532339,weber_holds
41,5,7,left,left,1.116207086911384,weber_holds
42,5,7,left,left,0.884568916906709,weber_holds
43,5,7,left,left,1.0032093974555725,weber_holds
44,5,7,left,left,1.186010943773083,weber_holds
45,5,7,left,left,1.43326070633446,weber_holds
46,5,7,left,left,1.3593613160705913,weber_holds
47,5,7,left,left,1.5512014768739155,weber_holds
48,5,7,left,left,1.4278981390637568,weber_holds
49,5,7,left,left,0.880207640911217,weber_holds
50,5,7,left,left,1.3527069456315217,weber_holds
51,5,8,left,left,0.6191762719460703,weber_holds
52,5,8,left,left,0.6726358924904994,weber_holds
53,5,8,left,left,0.8255928359319114,weber_holds
54,5,8,left,left,0.9173239481285103,weber_holds
55,5,8,left,left,0.6474820995703723,weber_holds
56,5,8,left,left,0.9674365944039451,weber_holds
57,5,8,left,left,0.7563815023382636,weber_holds
58,5,8,left,left,1.0384046996643137,weber_holds
59,5,8,left,left,0.9782436367684981,weber_holds
60,5,8,left,left,0.8527482831938034,weber_holds
61,5,2,right,right,0.6439683757112732,weber_holds
62,5,2,right,right,0.9824446944972018,weber_holds
63,5,2,right,right,0.9823223082331112,weber_holds
64,5,2,right,right,1.2503775937298989,weber_holds
65,5,2,right,right,0.6828901056062031,weber_holds
66,5,2,right,right,0.7799799181245164,weber_holds
67,5,2,right,right,1.2523443068674902,weber_holds
68,5,2,right,left,1.3704302192593452,weber_holds
69,5,2,right,right,0.7418786522143799,weber_holds
70,5,2,right,right,0.8365389861308503,weber_holds
71,5,3,right,right,1.1689195443421077,weber_holds
72,5,3,right,right,1.5773654196212397,weber_holds
73,5,3,right,right,1.0774464621317246,weber_holds
74,5,3,right,right,1.3560808036875358,weber_holds
75,5,3,right,left,0.9830380342807272,weber_holds
76,5,3,right,left,1.6148618942707427,weber_holds
77,5,3,right,right,2.7862901621310665,weber_holds
78,5,3,right,right,0.7201000297323572,weber_holds
79,5,3,right,right,1.007337477205508,weber_holds
80,5,3,right,left,2.016369377249221,weber_holds
81,5,4,right,left,1.934484236549675,weber_holds
82,5,4,right,left,1.7519678878098015,weber_holds
83,5,4,right,right,2.3402624470877784,weber_holds
